text,introduction,education,skills,experience,career_goals
Myself Aarav I completed BSc IT I have skills in Python I did internship at TCS My goal is to work in a top company you know,1,1,1,1,1
Hi I am Tanmay I am studying BSc IT I have skills in Deep Learning I did internship at TCS,1,1,1,1,0
I am Vivaan from Mumbai I am pursuing BTech in Computer Science I did internship at TCS basically,1,1,0,1,0
I am studying Mechanical Engineering I did internship at HCL My goal is to build scalable systems,0,1,0,1,1
I am studying BTech in Computer Science I know Data Structures I worked at Infosys My goal is to build scalable systems basically,0,1,1,1,1
hi i am manikanta i worked with python i did internship at google india i want to become an ai engineer,1,0,1,1,1
Hi I am Aditya I completed Electrical Engineering I know Deep Learning I did internship at Google India basically,1,1,1,1,0
Hi I am Atharv I am pursuing Mechanical Engineering I have skills in Machine Learning My goal is to build scalable systems,1,1,1,0,1
My name is Harpreet from Delhi I am studying BCA I worked at Infosys you know,1,1,0,1,0
My name is Kabir from Chennai I am pursuing BTech in Computer Science I worked at HCL I want to become an AI engineer,1,1,0,1,1
uh My name is Ishaan from Mumbai I am pursuing Mechanical Engineering I worked with AI,1,1,1,0,0
My name is Rohit from Delhi I am pursuing Mechanical Engineering I worked with Machine Learning,1,1,1,0,0
uh I am Rohit from Hyderabad I want to contribute to AI research,1,0,0,0,1
I am Devansh from Lucknow I did internship at HCL you know,1,0,0,1,0
My goal is to contribute to AI research,0,0,0,0,1
myself Ishaan from Chennai,1,0,0,0,0
I'm Jasleen from Bangalore I'm studying BSc IT I have skills in Data Structures I worked at Infosys,1,1,1,1,0
I worked with AI I want to contribute to AI research basically,0,0,1,0,1
I am Kabir from Lucknow I have skills in AI I did internship at Google India basically,1,0,1,1,0
My name is Sreshth from Delhi My goal is to work in a top company,1,0,0,0,1
myself nikhil i completed bsc it,1,1,0,0,0
Myself Diya I am pursuing Mechanical Engineering I have skills in Deep Learning My goal is to build scalable systems,1,1,1,0,1
Hi I am Somanshu I am pursuing BTech in Computer Science I know Web Development you know,1,1,1,0,0
I am Kunal from Delhi I am studying BTech in Computer Science I worked with AI basically,1,1,1,0,0
i am pursuing btech in computer science i have skills in deep learning,0,1,1,0,0
Hi I am Rishi I am studying BTech in Computer Science,1,1,0,0,0
my name is myra from bangalore i worked with python my goal is to become an ai engineer,1,0,1,0,1
uh I am Harpreet from Bangalore I am studying Electrical Engineering I have skills in Web Development I want to work in a top company,1,1,1,0,1
my name is tanmay from lucknow i worked with deep learning i did internship at hcl i want to build scalable systems,1,0,1,1,1
Hi I am Lalita I am studying Mechanical Engineering I worked at Infosys,1,1,0,1,0
I have skills in AI I worked at Infosys,0,0,1,1,0
I'm Neha from Mumbai I want to contribute to AI research,1,0,0,0,1
My name is Devansh from Delhi I know Data Structures,1,0,1,0,0
myself zoya i am studying bca,1,1,0,0,0
Myself Nikhil I completed BCA I want to build scalable systems you know,1,1,0,0,1
Hi I am Tanmay I know Machine Learning I worked at Wipro I want to become an AI engineer you know,1,0,1,1,1
I am Rehan from Chennai I am pursuing Mechanical Engineering I did internship at Infosys,1,1,0,1,0
Hi I am Myra I completed BTech in Computer Science I have skills in Deep Learning,1,1,1,0,0
My name is Subramanian from Lucknow I completed BCA I have skills in Machine Learning My goal is to contribute to AI research,1,1,1,0,1
I completed BCA I did internship at Google India basically,0,1,0,1,0
Hi I am Rehan I completed Mechanical Engineering I did internship at TCS My goal is to work in a top company you know,1,1,0,1,1
I am Vivaan from Hyderabad I completed Electrical Engineering I know Deep Learning I worked at Infosys,1,1,1,1,0
Hi I am Aadhya I am studying BCA I have skills in Deep Learning basically,1,1,1,0,0
I am Rehan from Chennai I completed Electrical Engineering I know AI I did internship at TCS My goal is to become an AI engineer you know,1,1,1,1,1
I am Nikhil from Bangalore,1,0,0,0,0
I am Neha from Hyderabad I worked with Data Structures,1,0,1,0,0
I'm Diya from Lucknow I worked with AI I worked at HCL I want to contribute to AI research,1,0,1,1,1
hi i am diya i have skills in machine learning i did internship at hcl my goal is to build scalable systems,1,0,1,1,1
My name is Devansh from Chennai I completed BTech in Computer Science I worked with Deep Learning I did internship at HCL,1,1,1,1,0
myself akash i know machine learning i worked at infosys,1,0,1,1,0
uh Myself Faizan I am studying BCA My goal is to become an AI engineer,1,1,0,0,1
uh Myself Harpreet I am studying Electrical Engineering,1,1,0,0,0
uh Hi I am Venkatesh I completed BTech in Computer Science I know AI I want to work in a top company,1,1,1,0,1
uh I have skills in Python,0,0,1,0,0
my name is ananya from hyderabad i am studying electrical engineering i did internship at hcl,1,1,0,1,0
hi i am subramanian i am studying bca i know data structures,1,1,1,0,0
I am Neha from Hyderabad I am studying BTech in Computer Science I have skills in Python I did internship at HCL you know,1,1,1,1,0
Myself Rudra I know AI I did internship at TCS,1,0,1,1,0
I completed BSc IT I know Web Development I want to work in a top company,0,1,1,0,1
I am pursuing BTech in Computer Science I know Data Structures I worked at HCL I want to work in a top company basically,0,1,1,1,1
I am Aditya from Hyderabad I completed BCA I want to contribute to AI research basically,1,1,0,0,1
uh I have skills in Python,0,0,1,0,0
My name is Siddharth from Chennai I worked at Wipro My goal is to become an AI engineer you know,1,0,0,1,1
uh Myself Saanvi I completed BSc IT I did internship at Infosys I want to build scalable systems,1,1,0,1,1
Hi I am Aditya I am pursuing BTech in Computer Science I worked at HCL I want to become an AI engineer,1,1,0,1,1
Myself Zoya I am pursuing Electrical Engineering I worked at TCS,1,1,0,1,0
myself Atharv from Delhi I am studying Electrical Engineering I have skills in AI I did internship at TCS,1,1,1,1,0
My name is Deepak from Hyderabad I completed Mechanical Engineering I worked with Machine Learning I want to build scalable systems,1,1,1,0,1
My name is Atharv from Chennai I did internship at HCL I want to become an AI engineer,1,0,0,1,1
I am Ishaan from Chennai I want to contribute to AI research,1,0,0,0,1
My name is Tanmay from Bangalore I completed BSc IT I have skills in AI,1,1,1,0,0
my name is saanvi from delhi i am pursuing bca i did internship at google india,1,1,0,1,0
Myself Subramanian I completed BCA I worked with Data Structures I did internship at Wipro My goal is to contribute to AI research basically,1,1,1,1,1
Myself Kabir I completed BTech in Computer Science I worked at Google India I want to work in a top company,1,1,0,1,1
Myself Aarav I am studying BSc IT I worked with Web Development I did internship at Google India My goal is to become an AI engineer basically,1,1,1,1,1
I completed Electrical Engineering I worked with Deep Learning My goal is to become an AI engineer,0,1,1,0,1
Myself Neha I completed Electrical Engineering I know Python I did internship at TCS I want to work in a top company,1,1,1,1,1
uh My name is Rudra from Chennai I am pursuing BTech in Computer Science I want to build scalable systems,1,1,0,0,1
uh I am pursuing Electrical Engineering I know Python I worked at Wipro My goal is to contribute to AI research,0,1,1,1,1
uh Myself Tanmay I worked with AI,1,0,1,0,0
I did internship at Infosys basically,0,0,0,1,0
I'm pursuing Electrical Engineering I did internship at HCL,0,1,0,1,0
I'm pursuing Mechanical Engineering I worked with Data Structures I worked at Google India,0,1,1,1,0
uh I am Manikanta from Mumbai I am studying Electrical Engineering I know Machine Learning I worked at TCS My goal is to work in a top company,1,1,1,1,1
Hi I am Aarav,1,0,0,0,0
I have skills in Web Development I worked at Wipro I want to build scalable systems,0,0,1,1,1
uh My name is Devansh from Chennai I completed BTech in Computer Science I have skills in Machine Learning I worked at TCS I want to become an AI engineer,1,1,1,1,1
Myself Venkatesh I worked at HCL I want to build scalable systems,1,0,0,1,1
I'm pursuing Electrical Engineering I know Machine Learning I did internship at Wipro,0,1,1,1,0
I am studying BTech in Computer Science I know AI I worked at Wipro,0,1,1,1,0
I have skills in Machine Learning,0,0,1,0,0
I am Aadhya from Bangalore I am pursuing Mechanical Engineering I have skills in Deep Learning I worked at Google India basically,1,1,1,1,0
I am pursuing Electrical Engineering,0,1,0,0,0
i am pursuing electrical engineering i worked at hcl,0,1,0,1,0
Myself Ishaan,1,0,0,0,0
Myself Rehan I am pursuing Mechanical Engineering I have skills in Python I did internship at Infosys My goal is to contribute to AI research basically,1,1,1,1,1
My name is Rehan from Delhi I completed BCA My goal is to work in a top company,1,1,0,0,1
I am Zoya from Delhi I completed BTech in Computer Science I worked with Data Structures I want to build scalable systems basically,1,1,1,0,1
My name is Sreshth from Hyderabad I worked with Python I did internship at Infosys My goal is to contribute to AI research you know,1,0,1,1,1
I am pursuing Mechanical Engineering I have skills in Machine Learning,0,1,1,0,0
Myself Venkatesh I am pursuing BSc IT I have skills in AI,1,1,1,0,0
myself Nikhil from Chennai I am pursuing BTech in Computer Science,1,1,0,0,0
uh I did internship at Google India,0,0,0,1,0
Hi I am Aadhya I worked with Web Development I want to become an AI engineer basically,1,0,1,0,1
I am studying Mechanical Engineering I know Deep Learning I worked at TCS My goal is to work in a top company basically,0,1,1,1,1
myself Shivansh from Chennai I am studying BTech in Computer Science I worked with Machine Learning I did internship at HCL,1,1,1,1,0
I'm Jasleen from Hyderabad I have skills in Python I did internship at Infosys I want to work in a top company,1,0,1,1,1
Myself Rehan I did internship at Wipro basically,1,0,0,1,0
I'm pursuing BCA,0,1,0,0,0
uh My name is Pooja from Delhi I completed Mechanical Engineering,1,1,0,0,0
I am pursuing Electrical Engineering I worked with Web Development,0,1,1,0,0
uh Myself Saanvi I am pursuing Mechanical Engineering I worked with Data Structures I want to work in a top company,1,1,1,0,1
uh I completed Electrical Engineering I worked with Python I did internship at Google India,0,1,1,1,0
I worked with Python I worked at HCL,0,0,1,1,0
i am aadhya from hyderabad i completed bsc it,1,1,0,0,0
Myself Bhargav I completed BTech in Computer Science basically,1,1,0,0,0
i am shivansh from hyderabad i am studying mechanical engineering i have skills in ai,1,1,1,0,0
Myself Kunal I have skills in AI I worked at HCL I want to become an AI engineer you know,1,0,1,1,1
Myself Gurpreet I completed BSc IT I did internship at Google India My goal is to become an AI engineer,1,1,0,1,1
Myself Tanmay I completed BCA you know,1,1,0,0,0
My name is Somanshu from Chennai I'm pursuing Mechanical Engineering I know Data Structures,1,1,1,0,0
I am pursuing BSc IT I want to work in a top company basically,0,1,0,0,1
I'm Rehan from Chennai I'm studying BCA I know Web Development I worked at Google India I want to become an AI engineer,1,1,1,1,1
Myself Lalita I completed Electrical Engineering I have skills in Data Structures My goal is to become an AI engineer,1,1,1,0,1
My name is Subramanian from Hyderabad I am pursuing BTech in Computer Science I have skills in Python I did internship at HCL basically,1,1,1,1,0
myself Subramanian from Delhi I am pursuing Electrical Engineering I worked at HCL,1,1,0,1,0
i am ishaan from delhi i am studying bca i have skills in ai i worked at tcs,1,1,1,1,0
my name is vivaan from lucknow i am studying bsc it i know deep learning,1,1,1,0,0
I am studying Mechanical Engineering I know Machine Learning basically,0,1,1,0,0
Hi I am Gurpreet I know Deep Learning I want to become an AI engineer,1,0,1,0,1
Myself Rishi I am studying Mechanical Engineering My goal is to build scalable systems basically,1,1,0,0,1
Hi I'm Somanshu I completed Mechanical Engineering I worked at Google India,1,1,0,1,0
uh I am Shivansh from Bangalore I am pursuing BCA I worked with Web Development I did internship at HCL I want to work in a top company,1,1,1,1,1
My name is Diya from Mumbai I am pursuing Mechanical Engineering I did internship at TCS,1,1,0,1,0
Hi I am Akash I completed BTech in Computer Science I worked at TCS My goal is to build scalable systems,1,1,0,1,1
I am Somanshu from Lucknow I completed Electrical Engineering I worked with Data Structures My goal is to become an AI engineer,1,1,1,0,1
My name is Ishaan from Bangalore I worked with Python you know,1,0,1,0,0
Myself  I am studying Mechanical Engineering I worked with Data Structures I worked at Wipro basically,1,1,1,1,0
I am Aadhya from Bangalore I am studying Electrical Engineering I have skills in Deep Learning I did internship at Infosys,1,1,1,1,0
Myself Akash I'm studying Mechanical Engineering I know AI,1,1,1,0,0
I am studying BSc IT I worked at TCS I want to build scalable systems basically,0,1,0,1,1
Hi I am Rishi I worked with Web Development I worked at HCL,1,0,1,1,0
Myself Sai Teja I am studying Electrical Engineering I worked with Machine Learning I worked at TCS My goal is to become an AI engineer,1,1,1,1,1
Hi I am Manikanta I completed BTech in Computer Science My goal is to build scalable systems you know,1,1,0,0,1
I am studying BCA I want to build scalable systems,0,1,0,0,1
Myself Harshit I completed Electrical Engineering I worked with Data Structures I worked at TCS I want to become an AI engineer you know,1,1,1,1,1
Hi I am Yashraj I completed Mechanical Engineering I know Deep Learning I did internship at Google India I want to contribute to AI research,1,1,1,1,1
myself faizan i know data structures i did internship at infosys,1,0,1,1,0
I'm Kunal from Hyderabad I know Python I did internship at HCL My goal is to contribute to AI research,1,0,1,1,1
I'm Rohit from Bangalore I want to become an AI engineer,1,0,0,0,1
I am Sreshth from Lucknow I am pursuing Electrical Engineering I worked at HCL My goal is to become an AI engineer you know,1,1,0,1,1
Hi I am Aarav I worked with Machine Learning I did internship at Wipro basically,1,0,1,1,0
I am Venkatesh from Mumbai I am pursuing BCA basically,1,1,0,0,0
I am Harshit from Hyderabad I know Python My goal is to work in a top company you know,1,0,1,0,1
Myself Lalita I completed Mechanical Engineering I want to become an AI engineer,1,1,0,0,1
Myself Ayesha I'm pursuing Mechanical Engineering My goal is to work in a top company,1,1,0,0,1
My name is Faizan from Chennai I am pursuing Electrical Engineering I worked with Machine Learning I worked at TCS basically,1,1,1,1,0
my name is ayesha from chennai i completed btech in computer science i worked at google india,1,1,0,1,0
uh I am studying BSc IT I worked with Python I did internship at HCL I want to become an AI engineer,0,1,1,1,1
I am pursuing BCA I did internship at HCL you know,0,1,0,1,0
Hi I am Manikanta I am pursuing Electrical Engineering I did internship at TCS I want to build scalable systems basically,1,1,0,1,1
I'm studying BTech in Computer Science My goal is to work in a top company,0,1,0,0,1
Myself Nikhil I am pursuing BSc IT I did internship at HCL My goal is to work in a top company you know,1,1,0,1,1
My name is Jasleen from Lucknow I am studying BTech in Computer Science I know Web Development I did internship at HCL I want to work in a top company basically,1,1,1,1,1
I completed BCA I did internship at TCS My goal is to build scalable systems,0,1,0,1,1
hi i am ishaan i worked with data structures i worked at tcs i want to work in a top company,1,0,1,1,1
Myself Aarav I know Deep Learning I want to become an AI engineer,1,0,1,0,1
My name is Aditya from Bangalore I am studying BSc IT I worked with Python I worked at Infosys,1,1,1,1,0
uh Hi I am Ayesha I am pursuing BSc IT I have skills in Python I worked at Infosys My goal is to work in a top company,1,1,1,1,1
I am studying Electrical Engineering I have skills in Python I did internship at Infosys,0,1,1,1,0
Hi I am Rudra I am studying Electrical Engineering,1,1,0,0,0
hi i am lalita i have skills in python my goal is to become an ai engineer,1,0,1,0,1
Hi I am Devansh I am studying BSc IT I did internship at TCS My goal is to become an AI engineer basically,1,1,0,1,1
My name is Lalita from Mumbai I completed Mechanical Engineering I worked at Google India My goal is to become an AI engineer,1,1,0,1,1
Myself Rehan I completed Mechanical Engineering I know Deep Learning I did internship at HCL,1,1,1,1,0
I am studying Mechanical Engineering I worked at Google India basically,0,1,0,1,0
my name is sai teja from delhi i am pursuing bsc it i know deep learning i want to build scalable systems,1,1,1,0,1
I am studying BTech in Computer Science I want to build scalable systems,0,1,0,0,1
uh Hi I am Chaitanya I have skills in Machine Learning I worked at Wipro,1,0,1,1,0
I am pursuing BTech in Computer Science I worked at TCS My goal is to work in a top company,0,1,0,1,1
Myself Akash I worked with Data Structures My goal is to build scalable systems,1,0,1,0,1
I'm Priyanshu from Lucknow I'm pursuing BSc IT,1,1,0,0,0
Hi I'm Ishaan I have skills in Machine Learning I want to contribute to AI research,1,0,1,0,1
i know data structures i worked at google india,0,0,1,1,0
uh I am pursuing BCA I have skills in AI I worked at Infosys My goal is to work in a top company,0,1,1,1,1
Hi I am Aadhya I am pursuing Mechanical Engineering I worked at TCS basically,1,1,0,1,0
I am studying BCA I know Python basically,0,1,1,0,0
I am studying Mechanical Engineering I have skills in Python My goal is to work in a top company,0,1,1,0,1
uh My name is Aarav from Chennai I am studying Mechanical Engineering,1,1,0,0,0
My name is Yashraj from Lucknow I know AI I did internship at TCS,1,0,1,1,0
I am Yashraj from Hyderabad I completed BTech in Computer Science I worked with Data Structures I want to contribute to AI research,1,1,1,0,1
myself Rehan from Lucknow I worked at Wipro My goal is to become an AI engineer,1,0,0,1,1
myself kunal i have skills in python i worked at hcl,1,0,1,1,0
I am Rehan from Chennai I am studying BTech in Computer Science I worked with AI I did internship at HCL,1,1,1,1,0
My name is Jasleen from Hyderabad I am studying Electrical Engineering I worked at Wipro I want to work in a top company,1,1,0,1,1
I have skills in Machine Learning My goal is to become an AI engineer basically,0,0,1,0,1
uh Myself Harpreet I know Data Structures I worked at Google India I want to become an AI engineer,1,0,1,1,1
uh Myself Atharv I worked at HCL I want to contribute to AI research,1,0,0,1,1
I am Yashraj from Bangalore I am pursuing BTech in Computer Science I know Python I worked at Infosys My goal is to work in a top company you know,1,1,1,1,1
I am pursuing BSc IT I have skills in Deep Learning,0,1,1,0,0
I know Data Structures I worked at Infosys,0,0,1,1,0
Myself Aadhya I am pursuing Electrical Engineering I want to contribute to AI research,1,1,0,0,1
uh My name is Deepak from Mumbai I am studying BTech in Computer Science I have skills in Machine Learning I worked at Google India My goal is to work in a top company,1,1,1,1,1
I am pursuing BCA,0,1,0,0,0
I completed Mechanical Engineering I know Data Structures I worked at HCL,0,1,1,1,0
My name is Aarav from Lucknow I'm studying Mechanical Engineering I worked with Data Structures I worked at Google India,1,1,1,1,0
My name is Tanmay from Delhi I'm pursuing BCA I know Data Structures I worked at Google India,1,1,1,1,0
myself Krishna from Mumbai I am pursuing BTech in Computer Science I have skills in Python,1,1,1,0,0
My name is Raghavendra from Bangalore,1,0,0,0,0
I am pursuing BSc IT I have skills in Python I worked at Wipro I want to contribute to AI research basically,0,1,1,1,1
My name is Sai Teja from Delhi I'm pursuing Electrical Engineering I worked at TCS My goal is to contribute to AI research,1,1,0,1,1
I am studying Mechanical Engineering I have skills in Data Structures My goal is to become an AI engineer basically,0,1,1,0,1
i am jasleen from lucknow i am studying mechanical engineering i worked at tcs,1,1,0,1,0
Hi I'm  I'm pursuing BSc IT I have skills in Machine Learning I did internship at HCL,1,1,1,1,0
uh Myself Yashraj I completed Mechanical Engineering,1,1,0,0,0
I am Harpreet from Lucknow I am pursuing Mechanical Engineering I worked with Python I did internship at Google India you know,1,1,1,1,0
Hi I am Sreshth,1,0,0,0,0
Myself Myra I have skills in AI I did internship at Infosys,1,0,1,1,0
uh Myself  I am studying BCA,1,1,0,0,0
My name is Diya from Mumbai I did internship at HCL I want to contribute to AI research you know,1,0,0,1,1
My name is Rehan from Bangalore I am studying BCA you know,1,1,0,0,0
uh I have skills in Data Structures I worked at Infosys I want to contribute to AI research,0,0,1,1,1
I know Python My goal is to become an AI engineer,0,0,1,0,1
My name is Aditya from Mumbai I am studying BTech in Computer Science I know Web Development I worked at TCS,1,1,1,1,0
hi i am ayesha i am studying mechanical engineering i worked at tcs,1,1,0,1,0
my name is aditya from delhi i am pursuing bca,1,1,0,0,0
I completed Mechanical Engineering I worked with Python,0,1,1,0,0
My name is Faizan from Delhi I completed Electrical Engineering I have skills in Python I did internship at Google India I want to become an AI engineer you know,1,1,1,1,1
I completed Mechanical Engineering I worked with Python I worked at Infosys I want to build scalable systems basically,0,1,1,1,1
i have skills in python i did internship at wipro,0,0,1,1,0
Myself Kabir I know Deep Learning I worked at Wipro,1,0,1,1,0
My name is Aadhya from Hyderabad I completed BSc IT I know Data Structures I did internship at Google India basically,1,1,1,1,0
i am raghavendra from chennai i am studying bsc it i have skills in web development,1,1,1,0,0
Hi I am Ayesha I completed Electrical Engineering I worked with Web Development,1,1,1,0,0
uh I am studying BCA I have skills in Python I worked at Infosys,0,1,1,1,0
I am Subramanian from Chennai I completed BSc IT I worked with Web Development I want to become an AI engineer you know,1,1,1,0,1
My name is Rohit from Hyderabad I worked with Data Structures you know,1,0,1,0,0
myself harshit,1,0,0,0,0
myself akash i am pursuing electrical engineering i worked with deep learning i worked at tcs,1,1,1,1,0
my name is vivaan from delhi i am studying mechanical engineering i did internship at wipro,1,1,0,1,0
Hi I am Siddharth I completed Mechanical Engineering I know AI I want to contribute to AI research,1,1,1,0,1
My name is Kabir from Mumbai I am studying Mechanical Engineering I did internship at HCL,1,1,0,1,0
Hi I am Rohit I am studying BTech in Computer Science I worked at Wipro My goal is to work in a top company,1,1,0,1,1
My name is Yashraj from Hyderabad I am pursuing Electrical Engineering I worked with Web Development I did internship at Infosys basically,1,1,1,1,0
uh My name is Sai Teja from Delhi I completed BCA I know Web Development I did internship at HCL,1,1,1,1,0
i am rehan from delhi i am pursuing btech in computer science,1,1,0,0,0
uh Hi I am Sreshth I am studying BTech in Computer Science I have skills in Python I worked at Wipro I want to contribute to AI research,1,1,1,1,1
I am pursuing Mechanical Engineering I know Deep Learning I did internship at HCL basically,0,1,1,1,0
I am studying BCA I have skills in Python My goal is to build scalable systems,0,1,1,0,1
myself ayesha i completed bsc it,1,1,0,0,0
I am Lalita from Chennai I am pursuing Mechanical Engineering I know Web Development My goal is to build scalable systems,1,1,1,0,1
Hi I am Jasleen I am studying BCA basically,1,1,0,0,0
uh Myself Rudra I am pursuing Electrical Engineering I have skills in AI I did internship at TCS,1,1,1,1,0
uh I am pursuing BTech in Computer Science I have skills in Deep Learning I want to become an AI engineer,0,1,1,0,1
Myself Kabir My goal is to build scalable systems,1,0,0,0,1
Myself Sai Teja I completed Mechanical Engineering I know Machine Learning I did internship at HCL My goal is to become an AI engineer,1,1,1,1,1
I am Harpreet from Lucknow I am studying BCA I worked at TCS My goal is to contribute to AI research,1,1,0,1,1
i am shivansh from chennai i am pursuing bsc it i know ai i worked at tcs my goal is to work in a top company,1,1,1,1,1
i completed electrical engineering i want to work in a top company,0,1,0,0,1
I'm pursuing BSc IT I have skills in Machine Learning,0,1,1,0,0
I am Vivaan from Delhi I have skills in Deep Learning you know,1,0,1,0,0
I am studying BCA I want to become an AI engineer,0,1,0,0,1
Hi I am Rohit I am studying BSc IT I know Python I worked at TCS you know,1,1,1,1,0
i completed btech in computer science i worked with machine learning i worked at infosys,0,1,1,1,0
uh I am Lalita from Lucknow I know AI,1,0,1,0,0
i worked at wipro,0,0,0,1,0
I know Web Development I worked at Google India,0,0,1,1,0
I am Ishaan from Chennai I completed Electrical Engineering I have skills in Deep Learning I want to build scalable systems basically,1,1,1,0,1
Myself Shivansh I am studying BSc IT I know Machine Learning I want to work in a top company,1,1,1,0,1
uh I am studying BCA I worked at Wipro My goal is to become an AI engineer,0,1,0,1,1
Hi I am Priyanshu I completed BSc IT I worked at Wipro My goal is to become an AI engineer,1,1,0,1,1
I completed Mechanical Engineering I have skills in Machine Learning I worked at TCS My goal is to work in a top company basically,0,1,1,1,1
i am pooja from hyderabad i worked at wipro,1,0,0,1,0
Myself Neha I completed Electrical Engineering I worked with Deep Learning I did internship at Google India I want to become an AI engineer,1,1,1,1,1
I completed BSc IT I have skills in AI I worked at Infosys My goal is to become an AI engineer,0,1,1,1,1
I am  from Mumbai I worked with Web Development I worked at HCL basically,1,0,1,1,0
uh Hi I am Saanvi I completed Mechanical Engineering I know Deep Learning My goal is to contribute to AI research,1,1,1,0,1
uh Hi I am Myra I am pursuing BSc IT My goal is to become an AI engineer,1,1,0,0,1
Myself Shivansh I am pursuing BTech in Computer Science basically,1,1,0,0,0
My name is Yashraj from Chennai I completed BCA I did internship at Wipro I want to build scalable systems basically,1,1,0,1,1
uh I am pursuing BSc IT I know Web Development I worked at Wipro,0,1,1,1,0
Myself Priyanshu I have skills in AI I want to contribute to AI research,1,0,1,0,1
I am Deepak from Delhi I am studying BSc IT I did internship at Wipro basically,1,1,0,1,0
I worked at Google India,0,0,0,1,0
I completed BTech in Computer Science I worked with Web Development I want to become an AI engineer you know,0,1,1,0,1
I am pursuing BCA I have skills in AI I want to become an AI engineer,0,1,1,0,1
I am Pooja from Bangalore I have skills in AI My goal is to build scalable systems,1,0,1,0,1
I have skills in Web Development I want to build scalable systems,0,0,1,0,1
My name is Myra from Mumbai basically,1,0,0,0,0
I worked with Machine Learning I did internship at Infosys,0,0,1,1,0
i am sreshth from delhi i am studying mechanical engineering i worked with python i did internship at hcl i want to build scalable systems,1,1,1,1,1
I am Pooja from Bangalore I am pursuing Mechanical Engineering I know Web Development My goal is to work in a top company,1,1,1,0,1
My name is Vivaan from Delhi I'm pursuing BCA I worked with Python My goal is to build scalable systems,1,1,1,0,1
I am studying BSc IT,0,1,0,0,0
Myself Bhargav I did internship at Infosys I want to contribute to AI research,1,0,0,1,1
My name is Jasleen from Bangalore I worked with AI I worked at HCL,1,0,1,1,0
I am studying Mechanical Engineering I did internship at Google India,0,1,0,1,0
My name is Neha from Mumbai I did internship at Infosys you know,1,0,0,1,0
I completed BCA I want to build scalable systems,0,1,0,0,1
uh My name is Jasleen from Mumbai I did internship at HCL,1,0,0,1,0
I'm Chaitanya from Lucknow I completed Electrical Engineering I have skills in AI,1,1,1,0,0
myself kabir i know data structures i did internship at google india,1,0,1,1,0
Hi I am Neha I worked with AI I did internship at Infosys you know,1,0,1,1,0
uh I am Gurpreet from Hyderabad I am studying Mechanical Engineering I did internship at Wipro,1,1,0,1,0
"My aim is to become an AI engineer"
"I want to work in AI"
"My goal is to become a developer"
"I aspire to become a data scientist"
"I dream of building intelligent systems"
"I plan to work in machine learning"
"My ambition is to become a software engineer"
"I am Suresh and I am studying B.Tech" → intro + education
"I am Rahul and I want to become developer" → intro + goal
"I am in college and I know Python" → education + skills
"I like music"
"I enjoy sports"
"I am from Chennai"
"I am a student"
"I know Java"
"I want to learn AI"
"I worked at TCS"
"I completed my graduation"
"I am looking for a job"
"I am interested in machine learning"
"I am a beginner in programming"
"I am passionate about technology"
"I am Suresh",1,0,0,0,0
"I am studying B.Tech",0,1,0,0,0
"I know Python and ML",0,0,1,0,0
"I worked at Infosys",0,0,0,1,0
"My goal is to become AI engineer",0,0,0,0,1
"I am Suresh studying B.Tech and want to become AI engineer",1,1,0,0,1
"I am from Chennai and I like pizza",1,0,0,0,0
"I am a student and I know Java",0,1,1,0,0
"I worked at TCS and I want to learn AI",0,0,0,1,1
"I am from Bangalore",1,0,0,0,0
"I am a student",0,1,0,0,0
"I know Python",0,0,1,0,0
"I want to learn AI",0,0,0,0,1
"I worked at TCS",0,0,0,1,0
"I am from Bangalore and I am a student",1,1,0,0,0
"I am a student and I know Python",0,1,1,0,0
"I know Python and I want to learn AI",0,0,1,0,1
"I worked at TCS and I want to become developer",0,0,0,1,1
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I am from Bangalore",0,0,0,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I worked at TCS",1,0,0,1,0
"I am a student and I know Python",0,1,1,0,0
"I know Python and I want to learn AI",0,0,1,0,1
"I worked at TCS and I want to become developer",0,0,0,1,1
"I am from Bangalore and I know Python",1,0,1,0,0
"I am a student and I want to learn AI",0,1,0,0,1
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
"I am a student and I worked at TCS",0,1,0,1,0
"I know Python and I worked at TCS",0,0,1,1,0
"I worked at TCS and I know Python",0,0,1,1,0
"I am from Bangalore and I want to learn AI",1,0,0,0,1
